Title,Chapter,Article,Section,Content,Page (int)
ACADEMIC REGULATIONS,Chapter 2. Admission and Registration,Article. 4. Enrolling Subjects in Other Programs,,1. The student requesting to enroll in a non-degree program shall have earned an outstanding academic performance in the preceding semester/term. Outstanding - performance means that the student obtained a GPA of 1.5 with no grade lower than 2.5 in any subject. ,Page: 20-21
ACADEMIC REGULATIONS,Chapter 2. Admission and Registration,Article. 4. Enrolling Subjects in Other Programs,,2. They should have consulted with the department/program/area chairman concerned regarding the availability of slot in the class where they plan to enroll.,Page: 21
ACADEMIC REGULATIONS,Chapter 2. Admission and Registration,Article. 4. Enrolling Subjects in Other Programs,," 3. The total number that can be enrolled for the semester/term, including the subject/s under the nondegree enhancement program/s shall not exceed the allowable maximum load (e.g., 23 or 25 units depending on the program) for the semester/term in question as reflected in the program prospectus; and ",Page: 21
ACADEMIC REGULATIONS,Chapter 2. Admission and Registration,Article. 4. Enrolling Subjects in Other Programs,,4. The students should ensure that the schedules of the subject/s they plan to enroll is/are not in conflict with the schedules of their regular subjects. ,Page: 21
ACADEMIC REGULATIONS,Chapter 2. Admission and Registration,Article. 4. Enrolling Subjects in Other Programs,,"5. Enrollment of subject/s in other degree program/s, which is/are not of the same descriptive title, general subject description, and number of units compared to the subject/s required by the degree program where students are enrolled, is strictly prohibited.",Page: 21
ACADEMIC REGULATIONS,Chapter 3. Scholarship Programs,,,"As part of its continuing mandate and program to serve and assist deserving students, the University provides various scholarships and educational assistance/grants as provided by law, by external sponsors, and as prescribed by the University, subject to general policies and guidelines. Scholars must formally communicate with the Scholarship Director should they decide to accept funding from another sponsor and waive their first scholarship. Refer to Scholarship Handbook.",Page: 21
ACADEMIC REGULATIONS,Chapter 4. Fees,,,"The University shall adhere to government regulations such as the provisions of RA 10931 or the “Universal Access to Quality - Tertiary Education Act of 2017” and adopt mechanisms that will facilitate the management of fees, where applicable.",Page: 21-22
ACADEMIC REGULATIONS,Chapter 4. Fees,,,Students who fail to complete their bachelor’s degree or comparable undergraduate degree within a year after the period prescribed in their program shall be ineligible to avail of the benefits of Free Higher Education: ,Page: 22-23
ACADEMIC REGULATIONS,Chapter 4. Fees,,,"1. provided, that in the case of shiftees, any semester wherein the student has availed of the benefits of free higher education will be subtracted from the expected duration of the current program in which the student is enrolled (as provided in Section 6 (c), i of the IRR of RA 10931). ",Page: 22-23
ACADEMIC REGULATIONS,Chapter 4. Fees,,,"2. provided further, that in the case of transferees, any semester wherein the student has availed of any form of government-funded StuFAP shall be subtracted from the expected duration of the current program in which the student is enrolled (as provided in Section 6 (c), i of the IRR of RA 10931). ",Page: 22-23
ACADEMIC REGULATIONS,Chapter 4. Fees,,,"3. provided further, that in the case of returning students and other students who went on a leave of absence (LOA), the determination and computation of their free higher education benefit shall commence upon the effectivity of the RA 10931 (1st semester, AY 2018-2019). Any semester wherein the student has availed of the benefits of free higher education will be subtracted from the expected duration of the current program in which the student is enrolled, without prejudice to the most expedient way of completing their studies, subject to the residency requirements of the program. ",Page: 22-23
ACADEMIC REGULATIONS,Chapter 4. Fees,,,"4. provided finally that, in case of students who are considered irregular at the time of effectivity of RA 10931 - (1st semester, AY 2018-2019), the determination and computation of their free higher education benefit shall commence upon the effectivity of the RA 10931 (1st semester, AY 2018-2019). Any semester wherein the student has availed of the benefits of free higher education will be subtracted from the expected duration of the current program in which the student is enrolled, subject to the residency requirements of the program.",Page: 22-23
ACADEMIC REGULATIONS,Chapter 5. Classification of Students,Article. 1. Regular Student,,A regular student is one who carries the full academic load in any given semester as specified in the curriculum.,Page: 23
ACADEMIC REGULATIONS,Chapter 5. Classification of Students,Article. 1. Regular Student,Section 1. Freshman (First Year),A freshman student is one who has not yet finished the prescribed subjects for the first year of his curriculum or one who has not completed twenty five percent (25%) of the 4-year program or twenty (20%) of the 5-year program of the total number of units.,Page: 23
ACADEMIC REGULATIONS,Chapter 5. Classification of Students,Article. 1. Regular Student,Section 2. Sophomore (Second Year),"Any student who has completed the prescribed subjects of the first year of his curriculum; or has completed twenty-five percent (25%) but not more than fifty percent (50%) for a 4-year program; or has completed at least twenty percent (20%) but not more than forty percent (40%) for 5-year program, respectively, of the total number of units required for the program.",Page: 23
ACADEMIC REGULATIONS,Chapter 5. Classification of Students,Article. 1. Regular Student,Section 3. Junior (Third Year),A student who has completed the prescribed subjects of the first two-years of his curriculum; or has completed at least fifty (50%) but not more than seventy five percent (75%) of the total number required for the 4-year program; or has completed at least forty percent (40%) but not more than sixty percent (60%) of the 5- year program.,Page: 24
